07-22 15:49:32.245  7403  7403 E AndroidRuntime: FATAL EXCEPTION: main
07-22 22:55:11.455  1152  1472 F libc    : Fatal signal 11 (SIGSEGV), code 1 (SEGV_MAPERR), fault addr 0x312c3038303178 in tid 1472 (HwBinder:1152_2), pid 1152 (Binder:camerase)
07-22 22:55:13.469 24202 24202 F DEBUG   : Process name is /system/bin/cameraserver, not key_process
07-22 22:55:13.470 24202 24202 F DEBUG   : Cmdline: /system/bin/cameraserver
07-22 22:55:13.470 24202 24202 F DEBUG   : pid: 1152, tid: 1472, name: HwBinder:1152_2  >>> /system/bin/cameraserver <<<
07-22 22:55:13.470 24202 24202 F DEBUG   : signal 11 (SIGSEGV), code 1 (SEGV_MAPERR), fault addr 0x00312c3038303178
07-22 22:55:13.470 24202 24202 F DEBUG   :       #00 pc 000000000025c524  /system/lib64/libcameraservice.so (android::camera3::processCaptureResult(android::camera3::CaptureOutputStates&, android::camera3::camera_capture_result const*) (.cfi)+196) (BuildId: d3198ce7fe58df721d9b438d65c51798)
07-22 22:55:13.470 24202 24202 F DEBUG   :       #03 pc 0000000000015d38  /system/lib64/android.hardware.camera.device@3.4.so (android::hardware::camera::device::V3_4::BnHwCameraDeviceCallback::_hidl_processCaptureResult_3_4(android::hidl::base::V1_0::BnHwBase*, android::hardware::Parcel const&, android::hardware::Parcel*, std::__1::function<void (android::hardware::Parcel&)>)+296) (BuildId: 82b93493979ba100cc2c407c01d96ce8)
07-23 00:45:46.774  1708  1741 D RmcNwHdlr: [0] requestSignalStrength:sigRegisted[0000], sigUpdated[0X01]
07-23 00:45:46.774  1708  1741 D RmcNwHdlr: [0] handleSignalStrength, gsm_signal_strength: 19, gsm_bit_error_rate: 99, gsm_timing_advance: 2147483647, cdma_dbm: 2147483647, cdma_ecio: 2147483647, evdo_dbm: 2147483647, evdo_ecio: 2147483647, evdo_snr: 2147483647, lte_signal_strength: 99, lte_rsrp: 2147483647, lte_rsrq: 2147483647, lte_rssnr: 2147483647, lte_cqi: 2147483647, lte_timing_advance: 2147483647, tdscdma_signal_strength: 99, tdscdma_bit_error_rate: 99, tdscdma_rscp: 255, wcdma_signal_strength: 0, wcdma_bit_error_rate: 99, wcdma_scdma_rscp: 5, wcdma_ecno: 12, ssRsrp: 2147483647, ssRsrq: 2147483647, ssSinr: 2147483647, csiRsrp: 2147483647, csiRsrq: 2147483647, csiSinr: 2147483647
07-23 00:45:46.795  2516  2760 D OplusSignalSmooth/0: onSignalStrengthResultExt,oldSignalStrength:SignalStrength:{mCdma=CellSignalStrengthCdma: cdmaDbm=2147483647 cdmaEcio=2147483647 evdoDbm=2147483647 evdoEcio=2147483647 evdoSnr=2147483647 level=0,mGsm=CellSignalStrengthGsm: rssi=-77 ber=99 mTa=2147483647 mLevel=4,mWcdma=CellSignalStrengthWcdma: ss=2147483647 ber=2147483647 rscp=2147483647 ecno=2147483647 level=0,mTdscdma=CellSignalStrengthTdscdma: rssi=2147483647 ber=2147483647 rscp=2147483647 level=0,mLte=CellSignalStrengthLte: rssi=2147483647 rsrp=2147483647 rsrq=2147483647 rssnr=2147483647 cqiTableIndex=2147483647 cqi=2147483647 ta=2147483647 level=0 parametersUseForLevel=1,mNr=CellSignalStrengthNr:{ csiRsrp = 2147483647 csiRsrq = 2147483647 csiCqiTableIndex = 2147483647 csiCqiReport = [] ssRsrp = 2147483647 ssRsrq = 2147483647 ssSinr = 2147483647 level = 0 parametersUseForLevel = 1 timingAdvance = 2147483647 },primary=CellSignalStrengthGsm}
